id,name,instructions
474,Slow Ride,"Shake rye, rum, lemonade, and ginger liqueur. Strain over fresh ice in a copper mug. Top with Abita Big Easy IPA (or similar session IPA). Gently stir.

*Basic House Lemonade:
-- 2 parts Water
-- 1 part Sugar
-- 1 part Lemon Juice"
475,Tropical Bronzer,Shake the first five ingredients with ice then strain over fresh ice into a Collins or Tiki glass. Top with coconut foam.
476,Padova Collins,Shake the first four ingredients with ice then strain into a tall glass filled with ice and top with lemon lime soda. Stir and serve.
477,Black Jam,"Shake the first three ingredients with ice then strain into a Collins glass and fill up with tonic water, stir and serve."
478,Americana Fizz (Layered Cocktail),"Shake the gin, lemon, and simple syrup ingredients together in a shaker to chill. Gently pour into a highball glass filled with ice and 3/4 oz Curacao Blue. Top the cocktail with 1/2 oz Luxardo Aperitivo. Add a splash of Perrier grapefruit and garnish with Luxardo Cherries and blueberries for color."
479,Dutch Stories,"Shake the ingredients with ice, then strain into a chilled cocktail glass."
480,Strike No.3,Shake the ingredients with ice. Strain into an old fashioned glass. Garnish with a Luxardo Cherry.
481,Final Ward,Shake until very cold; double strain into a chilled cocktail glass. No garnish.
482,Dernier Mot,Shake until very cold; double strain into a chilled cocktail glass. No garnish.
483,The Asterisk,Shake until very cold; double strain into a chilled cocktail glass. No garnish.
484,Phineas Flip,Shake vigorously. Strain into highball glass. Top with Ale. Grated nutmeg.
485,Luxardo Sling,"Shake well in a shaker, serve in a tumbler filled with ice. Top with soda water."
486,White Lady,"Shake well with cracked ice, then strain into a chilled cocktail glass."
487,Blue 88,Shake well with lots of ice. Strain into cocktail glass.
488,Cherries St. James,Shake well with lots of ice. Strain into cocktail glass.
489,Bachelor's Bait,Shake with cracked ice and strain into a chilled cocktail glass.
490,Boomin' Granny,Shake with ice and fine strain into a champagne flute. Top with sparkling wine and garnish with Granny Smith Apple fan.
491,Basilway Daquiri,Shake with ice and single strain into a coupe glass. Garnish with basil leaf.
492,The Pink Pussycat,Shake with ice and strain into a coupe glass. Garnish with a toasted marshmallow
493,Double Trouble,"Shake with ice and strain into a footed pilsner glass. Add a few drops of bitters. Garnish with a mint leaf. 

*Strawberry & Black Pepper Shrub:
-- 1 cup Sliced Strawberries
-- 1 cup Granulated Sugar
-- 1 cup Champagne Vinegar
-- 1 handful of Black Balinese Peppers

Combine all ingredients in a medium bowl. Using a potato masher or a wooden spoon, mash the berries so they release their juices. Stir until the sugar has mostly dissolved and refrigerate overnight.
The next day, remove the mixture to a saucepan and heat gently over medium-low heat. Do not bring to a simmer--you simply want to heat the mixture to coax the sugar to dissolve.
Strain the shrub through a fine mesh strainer. If desired, strain again through a coffee filter. Refrigerate."
494,Yawkey Way ,Shake with ice and strain into an ice-filled collins glass.
495,Cream of the Crop,"Shake with ice in a mixing glass for about 15 seconds to properly chill. Double strain into a small fizz glass over ice.

*Coconut Pistachio Puree:
-- .5 lb Pistachios (toasted)
-- 1.5 lbs Sugar (144 oz.)
-- 11 oz Coconut Milk
-- 13 oz Water
-- 1 tsp Salt

Toast the pistachios at 250°F for 20 mins. Remove and put in a blender with sugar until well chopped. Combine all the ingredients in a pot and bring to a boil. Let simmer for 20 mins and then remove from the heat. Let cool and place in a large container. Let the mixture sit overnight then strain out the solids. Save the solids to spin in the ice cream maker (if you have one). Spin the solids and add the mixture back into the puree via chinois. Bottle, label and date the syrup (it will keep indefinitely if you freeze it)."
496,Hemingway Daiquiri,Shake with ice in a mixing tin and double strain into a chilled cocktail coupe. Garnish with a grapefruit twist.
497,Amaretto Sour (Modern),Shake with ice to mix and emulsify. Strain into a chilled old fashioned glass filled with ice. Garnish with Luxardo Maraschino Cherries and fresh lemon zest.
498,Amaretto Sour,Shake with ice to mix and emulsify. Strain into a chilled old fashioned glass filled with ice. Garnish with Luxardo Maraschino Cherries and fresh lemon zest.
499,Red Letters,"Shake with ice, strain and pour into a chilled martini glass."
500,Almond Brother,"Shake with ice, strain into a coupe. No garnish."
501,French 33,"Shake with ice, strain into flute, top with sparkling rose and a grapefruit twist."
502,20th Century,Shake with ice. Strain into a chilled cocktail glass.
503,Vesper,Shake with ice. Strain into chilled martini glass. Garnish with lemon peel.
504,The Seniorita,Shake with ice. Strain into rocks glass and top with crushed ice. Float 1 oz. of Gosslings 151 rum on top.  Garnish with mint and Luxardo Maraschino Cherries.
505,Champs Élysées,Shake with intent. Double strain in coupe. Garnish with lemon wheel.
506,The Double Crown,"Shake without ice, add ice and shake again then fine strain into a chilled egg coupe. Garnish with a Sage leaf."
507,Flip the Bird,"Shake without ice, to whip and emulsify ingredients until frothy. Add ice to shaker and shake vigorously. Strain into port glass or small fluted glass. Garnish with shaved cinnamon or nutmeg.
"
508,Mauritius Sour,"Shake, and fine strain into a chilled coupe, and garnish with a Luxardo Cherry."
509,I'm Only Happy when it Rains,"Shake, double strain into a Burgundy Glass."
510,Monet,"Shake, fine strain into a chilled coupe. Garnish with lemon twist."
511,Hippi Hill,"Shake, fine strain into chilled coupe. Garnish with lime wheel."
512,Buster Crusta,"Shake, fine strain into chilled frosted coupe, float Fernet."
513,Bird On,"Shake, serve on the rocks, garnish with a lemon wedge."
514,Iron Tonic,"Shake, strain into a chilled coupe, float tonic water."
515,King's Medicine,"Shake, strain into a chilled coupe. Garnish with lemon twist."
516,Where's the Orgeat?,"Shake, strain into a chilled coupe. Garnish with lemon twist."
517,Fortune & Glory,"Shake, strain into a chilled coupe. Garnish with lime wheel."
518,Pisco Punch (Adaptation by The Comstock Saloon),"Shake, strain into a chilled flip glass with one cube. Garnish with lemon peel."
519,Cupid's Carrier Pigeon,"Shake, strain into a Tiki glass over crushed ice and garnish with a large sprig of mint.

"
520,The Fall 75,"Shake, strain into coupe glass. Top with sparkling wine and a sprig of lemon balm."
521,Kentucky Mai Tai,"Shake, strain over crushed ice in a highball. Garnish with a mint sprig and a cherry."
522,Drink Lab #16,"Shake, strain, lemon twist garnish."
523,Grey Anchor,"Shake, strain, up, garnish."
524,Pumpkin & Pecan,Shake. Double strain. King cube. Orange peel garnish
525,The Red Anchor,Shake. Serve in small rocks glass with no ice. Grapefruit slice to garnish.
526,Holland House,Shake. Serve up. Garnish with lemon peel/pineapple.
527,Last Samurai,Shake. Serve up. Garnish with lime wheel.
528,Long Division,Shake. Serve up. Top with sparkling rose. Garnish with lime peel.
529,Sidecar,Shake. Strain into a coupe. Garnish with a lime twist.
530,Spiced Marmalade,"shake/2strain/coupe

garnish lemon twist"
531,Mezcal Witch,"shake/2xstrain/coupe

garnish cucumber slice"
532,Italian Margarita,Shaken and served over ice.
533,A Bloody Shame,"Shaken and strained into a large coupe. Garnish with a dehydrated lime wheel soaked in Angostura Bitters.

*Blood Orange Vanilla Mint Puree:
-- 1 container Boiron Blood Orange Puree (34 oz.)
-- 39 grams Mint (stems and leaves)
-- 1 tsp Vanilla Extract
-- 30 oz White Sugar

Combine all the ingredients except the mint in a pot. 
Bring to a light simmer, stirring to incorporate everything.
Then add the mint and cook for 5 minutes, then remove the pot from the heat and strain through a chinois to remove the mint.
Label and date a container, then place in your fridge. Use within a week."
534,Full of Bologna,Shaken and strained into a large coupe. Mint oil is house-made and used as a garnish.
535,Donaji,"Shaken and strained over ice in a rocks glass.

*Chapuline, Salt & Chile Pepper Rim:
Grind the chapuline  (dried crickets) and dried chile pepper in a mortar and pestle, as it becomes a powder, throw in the salt and pour onto a plate. Use a fresh lime wedge to moisten the rim of the glass and dip into the powder."
536,Monkey Gland,Shaken and strained. Orange peel garnish.
537,You Go Glen Coco,"Shaken slightly. Served over shaved ice in an old fashioned glass. Garnished with turmeric toasted coconut flakes.

*Toasted Coconut Infused Old Potrero
-- 750ml Old Potrero Straight Rye Whiskey
-- 2.5 oz Toasted Coconut

Combine all ingredients in a clean container and let sit for 8 hours.
Strain through cheesecloth and then funnel back into your Old Potrero bottles.
Keeps indefinitely.

**Turmeric Coconut Cream:
-- 12 g Fresh Turmeric
-- 1 c Water
-- 1 c Honey
-- 3 tsp Black Pepper
-- 12 oz Coconut Milk

Grate fresh turmeric into 1 cup water.
Bring to a boil, add 1 cup of honey and stir.
Remove from heat and let the mix sit for 1:30 hours.
Strain out turmeric and add 3 tsp. ground black pepper.
Add 12 oz. coconut milk and stir.
Place in an airtight container and keep in the fridge. Use within a week."
538,Just Beet It,"Shaken without ice, then with ice and strained into a large coupe. Garnished with candied thyme.

*Beet Thyme Reduction
-- 520 grams raw beets 
-- 344 grams honey
-- 2 oranges peeled (just the peels)
-- 2 sprigs of thyme
-- pinch of salt

Juice beets, add honey and let dissolve and cook for 15 mins. 
Add thyme and simmer for 5 more mins. 
Strain through a chinois into a container and then place in the fridge.
This makes 1 quart, so multiply as needed.
Use within 1 week."
539,Nectar of the Amazon,"Shaken, poured over fresh ice in highball. Garnish with macadamia nut. Coconut shaved rim."
540,Thyme for Bed,Shaken.
541,Mott and Mulberry,Shaker and strain into a rocks glass with fresh ice. Garnish with an Apple Fan.
542,Carrier Pigeon (an Airmail with Pink Pigeon),"Short shake-strain into champagne flute- top with champagne. 
Drop a Luxardo cherry into the flute.
"
543,The King's Mulled Wine,"Simmer over low heat for 3 hours, double strain with fine sieve."
544,Tea & Sympathy,"Soak 1 chai tea bag in half mug of hot water for 30 seconds, remove the tea bag, add all the ingredients, add more hot water. 

Lemon wheel stuffed with 4-5 cloves for garnish."
545,Huntsman,"Soak brown sugar cube in Angostura and Orange bitters. Muddle soaked sugar cube into a paste in a rocks glass. Pour 2 oz. Pink Pigeon. Add ice and stir. Garnish with an orange peel and Luxardo Cherry.
"
546,The Callas Cocktail,"Soak cube in 8 dashes Abbott's Bitter. Drop sugar cube into bottom of flute glass. Stir, Luxardo, gin, and pomegranate cordial. Strain into flute glass. Top with Brachetto. Garnish with small rose, dipped in rose flower water.

*Pomegranate Cordial:
-- 48 oz Pomegranate Juice
-- 2.5 lbs White Sugar
-- 1 lb Turbinado Sugar
-- 8 Course Cracked Black Peppercorns
-- 2 Cloves
-- 5 Allspice Berries
-- 1 Tbsp Pomegranate Molasses
-- 1 oz Orange Flower Water

Mix all ingredients together in large saucepan. Stir on medium heat until all sugar is dissolved. Strain of spices. Bottle."
547,Mauritian Buck,"Spray a rocks glass with absinthe, build all other ingredients over cubed ice, garnish with a lemon wheel."
548,The Cavalier White Lady,"Spray of Lemon Verbana oil on the Martini glass. Combine all other ingredients and dry shake for 20 seconds. Add ice to the mixing tin and shake again. Double strain into a Martini glass. Garnish with fresh lemon verbena. Served in a martini.

"
549,Winter Season,"Spray the inside of the glass with absinthe, then sugar the external rim of the glass. Pour ingredients into a cocktail shaker. Shake and strain into the glass."
550,Land of Valencia,"Spray vessel with absinthe as a rinse. Build cocktail in a stirring glass. Stir cocktail. Place a large format cube in the vessel. Pour cocktail over large format cube. 

To garnish, peel a blood orange skin and express the oils over the cocktail. Grab mint sprigs and slap over the top of hand to express oils, wrap the peel at the base of the mint sprigs, tie off with twine and set on top of large format cube.

*Clarified Coconut Sugar Blood Orange Cordial:
-- Blood Oranges
-- Agar Agar
-- Coconut Sugar

Juice blood oranges. Bring 1/4 of juice to a boil with agar agar. Pour cooked juice into the remaining 3/4 juice. Freeze the juice. Pull the block from the freezer and let drip through cheese cloth and perforated pan creating the clarified juice. Bring the juice together with a rich (2:1) coconut sugar creating a coconut sugar blood orange cordial."
551,Smashing Great Pumpkins,Steam in steaming tin. Pour in Demitasse glass. Top with heavy whipping cream and nutmeg.
552,Green and Gold,"Step one: Infuse the vodka
- Transfer ingredients including 750 ml of Karlsson's vodka to a canning jar or glass container. Close the container.
- Shake and rotate every few hours. Let infuse for 24 hours total.
- After 24 hours, strain the vodka through a cheesecloth or nutmilk bag.
- Transfer the vodka to a glass bottle. Store in the refrigerator or freezer until use.

Step two: Make the martini
- Stir 2-3 oz, depending on preference, of the infused vodka with ice.
- Strain into a chilled martini glass.
- Add pickled onions and peppers."
553,Deviled Negroni ,"Stir all 3 ingredients continuously in an ice-filled glass, approximately 20 seconds. Strain into a rocks glass with one large ice cube."
554,El Mustavo,Stir all ingredients and pour over 2-inch single ice cube. Garnish with birch smoked sea salt rim and bow tie orange peel.
555,Temple of the Moon,"Stir all ingredients except for Absinthe and Orange Flower. Strain over a chunk/sphere of ice in an old fashioned glass. Garnish with a sprig of mint, with 3 drops of Orange Flower."
556,Clear Intentions,Stir all ingredients over cubed ice and then strain over large rock while incorporating the cream soda. Garnish with Italian baking spice infused olive and cherry.
557,The Queen Mother,"Stir all ingredients over ice and strain into a footed rocks glass. Garnish with a lemon peel.

*Equal parts lemon and celery bitters in a dasher bottle."
558,Espèce de Sazerac,"Stir all ingredients together, strain into a chilled large rocks glass, no ice. Twist a zest of lemon above the drink, dip it once and then discard."
559,Kanazawa,"Stir all ingredients until well chilled, and strain into a chilled cocktail glass.
Garnish with an orange peel with oils squeeze over cocktail."
560,Frisco San,Stir all ingredients with ice. Strain into a chilled Martini glass. Garnish with a lemon peel.
561,Sidewinder,"Stir all the ingredients over ice, then strain into a coupe. No garnish."
562,Sade's Taboo,"Stir all the ingredients over ice, then strain into a coupe. No garnish."
563,Conference,"Stir all the ingredients over ice, then strain into a double rocks glass over 1 large ice cube. Garnish with a lemon twist and orange twist.
"
564,Piedra de sol,Stir and garnish lemon peel.
565,Parisian Manhattan,Stir and pour over ice in an old fashioned glass. Garnish with an orange peel.
566,Improved Whisky Cocktail,Stir and strain into a chilled coupe.
567,Day For Night,Stir and strain into a chilled Nick and Nora glass. Garnish with a clove(2) studded orange coin.
568,Canary vs. the Coal Mine,Stir and strain into an old fashioned glass with a large ice cube.
569,In HINEsight,Stir and strain into an old fashioned glass. Large ice cube.
570,Cherry Bark Martinez,Stir and strain into stem. Garnish torched star anise and discarded lemon peel.
571,Coos Bay,Stir and strain over ice.
572,Divine Aspect,Stir and strain up into cocktail glass.
573,Above My Pay Grade,Stir and strain.
574,Manhattan,Stir and strain. Garnish with a Luxardo Maraschino Cherry.
575,Polish Penance,Stir and strain. Hoshizaki ice.
576,Sloe & Steady,Stir for about 20 seconds with ice and then Strain into a chilled Nick & Nora glass.
577,50/50 Split,Stir gently and garnish with a lemon twist.
578,Mayahuel's Revenge,Stir in a mixing glass to chill down and serve up in a coupe with a lemon zest garnish.
579,The Commissioner's Trophy #3,Stir in a mixing glass with ice; strain into a coupe glass; garnish with orange and lemon zest.
580,Alaska Cocktail,Stir in mixing glass and serve in a chilled coupe.
581,Bushido Cocktail,Stir ingredients and strain into cocktail glass. Garnish with Luxardo Cherry.
582,Abrazo Latino,Stir ingredients in a mixing glass filled with ice then strain into a chilled cocktail coupe.
583,Peruvian Wish (Adapted),"Stir ingredients in a mixing glass over an ice sphere(if available) then strain and serve into a chilled cocktail glass filled with the same ice sphere. Garnish with lemon balm and grapefruit peel.

"
584,The Awen,Stir ingredients in glass over an ice sphere.
585,Nikka's Golden Cherry,"Stir ingredients over cracked ice. With a julep strainer, pour into a chilled cocktail glass. Once poured, top with lemon foam.

*Dry Vermouth Infusion:
-- 1.5 oz Togarashi Spice
-- 3 Vanilla Beans
-- 2 bags of Green Tea
Place ingredients in cheesecloth to steep in a bell jar with 1 bottle of Dolin Dry vermouth for 2 days. 
Remove the infusion elements and refrigerate the infusion.

**Lemon Foam:
-- 1 bsp Lemon Juice
-- 1 bsp Simple Syrup
-- 1 Egg White 
Place ingredients into a shaker tin and whip with a bar whisk into a foam."
586,Bird on a Wire,Stir ingredients together and strain into an absinthe-rinsed coupe. Garnish with a lemon twist/peel.
587,Kind of Fancy,Stir ingredients with ice and strain into Canadian Glencairn glass.
588,Cherry Shandy,Stir IPA and Luxardo in a tumbler. Garnish with Luxardo Cherry.
589,Playa Matalan (Mezcal Negroni),Stir over 1 large rock. Garnish with zest of an orange peel.
590,Party in the Agave Fields,Stir over 1 large rock. Garnish with zest of an orange peel.
591,The Pink Aperitivo,"Stir over cubed/vintage ice, double strain into a small chilled martini glass. Garnish with a black olive on a pick."
592,Nikka Earl Grey,Stir over ice and serve in a rocks glass.
593,Mean Martinez,Stir over ice and strain into a Nick and Nora glass.
594,Astoria,"Stir over ice for at least 30 seconds, strain into cocktail glass. Garnish with lemon twist."
595,Cherry Champagne Cocktail,"Stir the cherry juice, Maraschino, bitters and Amaro in a mixing glass with ice. Strain into a cocktail coupe and top with Champagne. Garnish with a sprig of thyme."
596,The Chief,Stir the first three ingredients and the sea salt tincture over ice. Strain into a coupe glass and add licorice-infused Angostura Bitters. Garnish with 3 brandied cherries.
597,El Cortez,"Stir the first two ingredients with ice, then strain into a chilled wine glass. Top with chilled wine, stir and serve."
598,The Lady Whisper,"Stir the ingredients in a mixing glass filled with ice, strain and serve over ice into an old fashioned glass."
599,Angel Face (Classic),"Stir the ingredients in a mixing glass filled with ice, then strain and serve into a chilled cocktail glass."
600,Improved Calvados Cocktail,"Stir to 35 °F, strain into a double rocks glass over an angled ice wedge. Garnish with orange peel."
601,Dirt Nap,Stir with ice and serve in a Nick and Nora glass (slimmer version of a coupe).
602,Cherry Blossom Martini,Stir with ice and strain into a chilled coupe. Garnish with a fresh cherry tree blossom.
603,Pineapple Express,Stir with ice and strain into a chilled coupe. Garnish with a grapefruit twist.
604,Iron Fist in a Velvet Glove,Stir with ice and strain into a Nick & Nora glass. Garnish with a grapefruit twist.
605,The Fritz,Stir with ice and strain into a rocks glass. Garnish with an orange twist.
606,Lonesome George,Stir with Ice and strain into a small wine glass.
607,Under the Sun,Stir with ice and strain into an old fashioned glass over small ice cubes. Garnish with an orange twist.
608,B-String,Stir with ice for about 20 seconds and then strain into a chilled cocktail coupe.
609,The Silver Cocktail,Stir with ice until cold; strain into a chilled cocktail glass. Express and garnish with lemon.
610,Obituary Cocktail,Stir with ice. Strain into a cocktail glass.
611,Bourbon Crusta,"Stir with pebble ice, strain into rimmed vintage glass."
612,International Mistress,"Stir, fine strain into a collins glass over ice. Top with soda. Garnish with grapefruit peel."
613,Mezcal Coffee Old Fashioned,"Stir, serve on a large rock with an orange twist garnish."
614,Scotch Joplin,"Stir, strain into a chilled Nick and Nora glass. Garnish with lemon twist."
615,Virgil St.,"Stir, strain into absinthe rinsed double rocks glass over big cube. Garnish with lemon peel."
616,The Hollinger Manhattan,"Stir, strain into an absinthe rinsed coupe. Garnish with Luxardo Cherry."
617,The Claridge,"Stir, strain, and serve straight up."
618,Venetian,"Stir, strain, and serve straight up. Express zest and garnish."
619,The Professor,"Stir, tastes great up or over a large ice cube with an orange twist."
620,Cullerton Street,"Stir. Add ice cube.

*Barley Tea-Infused Nikka Coffey Grain Whiskey:
-- 10 g. Barley Tea (1 package)
-- 750 mls. Nikka Coffey Grain Whisky
In a cambro, empty a bottle of Nikka Coffey Grain Whiskey, add 1 package of barley tea.
Steep for 30 minutes at room temperature.
Strain and store."
621,Doctor's Orders,Stir. Serve in a small cocktail glass. Lemon twist to garnish.
622,Creole,Stir. Strain into martini glass. Garnish with lemon twist.
623,Coffee & Clove,Stir. Strain into Nick & Nora glass. Mist of Pipe Tobacco Tincture.
624,Swedish Nightingale,Stir. Strain. Lemon peel garnish.
625,Nigamono,Stir. Use large ice cube.
626,Gran Classico Negroni,Strain into an ice filled glass and garnish with an orange twist.
627,Pink Mojito,"To make simple syrup, mix equal parts hot water and sugar until sugar is dissolved. Place mint in bottom of glass. Add ice and remaining ingredients except club soda then stir. Top with club soda and garnish with a mint sprig."
628,Karlsson's Winter Punch,"Toast spices and set aside. Bring cranberry juice to a simmer. Tie the spices and orange peel in cheesecloth and add them to the cranberry juice. Let this simmer for about 30 minutes. Remove the spice sachet and add the other liquid ingredients. Serve warm or chilled with orange wheels as a garnish. (The magic of punches is that you can adjust them to your liking as you make them, so please play around with different juices and proportions.)"
629,The Boys of Summer Cup,Top with Fever-Tree Bitter Lemon. Build in a collins glass full of ice cubes and garnish with a lemon wheel and mint sprig.
630,Brisa del Sur,Top with Grapefruit soda. Shake and strain into ice filled glass.
631,Bianco Americano,Topped with about 4 oz. of LaCroix Pamplemousse. Garnish with grapefruit twist and thyme.
632,Soleo,Use an empty bottle of 750ml capacity and combine together 12 ounces - 360 ml of each of the two liqueurs and store in the freezer. Serve very cold in a small cordial glass without ice.
633,Vieja Moda,"Using a grater, slice 1 peel of grapefruit into a double old-fashioned glass, angling into the glass in order to get the expressed citrus. Then add Cinnamon-Clove Syrup and 3 large ice cubes.

Separately, in a large mixing glass full of ice, pour in Chinaco Anejo Tequila. Using a barspoon, stir for 28-33 rotations. Strain tequila into prepared glass. Add 4 drops of Bittermens Hellfire Bitters. Garnish and enjoy.

*Cinnamon-Clove Syrup:  
-- 2 C Water
-- 1 C Demarea Sugar
-- 4-5 Cinnamon Sticks
-- 7-9 Cloves

Combine Water and Demarea in a pot and bring to a simmer until the sugar is dissolved. Remove from heat. Add Cinnamon Sticks and Cloves and let steep. Leave at room temperature, overnight. Once cooled, strain into a squeeze bottle and refrigerate."
634,Flambeed Brandy Alexander,"Warm and flame H by Hine VSOP Fine Champagne in metal mug like a Blue Blazer without the tossing back and forth.
Douse flame of heated brandy with cacao, top with foamed cream.
Garnish with freshly grated nutmeg.
"
635,PB&K Old Fashioned,Wet half of the rim of a 13 oz. rocks glass with Benedictine. Shake off the excess Benedictine to avoid clumping on the rim and dip it into the peanut butter powder. Flick the glass to shake the excess powder off. Place the glass in a cooler to chill the glass. In a frozen mixing glass combine all liquid ingredients with equal parts cracked ice and whole hard ice. Stir the cocktail for 45 seconds. Remove the glass from the cooler and place a 2 in. hard ice cube in it. Double strain the cocktail into the glass. Spritz the cocktail with both of the twists. Make sure to release all the essential oils into the cocktail. Discard the twists.
636,Fiery Clydesdale,"Wet shake all ingredients except grapefruit soda, pour over ice and top with grapefruit soda. Rim glass with grapefruit demerara. Add dehydrated grapefruit wheel and slice of fresh root ginger for garnish."
637,Mister Gingy,Whip / Dump / Crushed
638,Negroni Sorbetto,Whisk ingredients in birdie (or tin). Pour into coupe glass and top with Prosecco (1 oz). Garnish with dehydrated orange wheel. Spray orange flower from atomizer.
639,"Amaretto Jello Shot, Why Not",This is a recipe for Jello Shots!
640,Local Edition Punch,Combine all ingredients in a punch bowl. Mix well.
641,Classic Lolita,Muddle Okinawa sugar with bitters. Add whisky and stir. Top with soda.
642,Bloody Swede,Combine all ingredients in a large pitcher and mix well. Store in fridge over night to let all the flavors meld together.
