recipe_id,num_nodes,pair_count,C_flavor,C_role,C_type,C_ratio,C_flavor_norm,C_role_norm,C_type_norm,C_ratio_norm,conflict_score,conflict_normalized
172,5,10,0.01288542350043654,0.7199952000191999,0.6,0.0,0.001288542350043654,0.06923030769415384,0.06,0.0,0.034832871469217964,0.034832871469217964
173,4,6,0.08334082451958175,0.3,0.0,0.039285714285714285,0.01389013741993029,0.028846153846153844,0.0,0.007857142857142858,0.014418746400270839,0.014418746400270839
174,4,6,0.0,0.7199952000191999,0.0,0.06000000000000001,0.0,0.06923030769415384,0.0,0.012000000000000002,0.024388518219206474,0.024388518219206474
175,4,6,0.17164645898227635,0.11999880000240015,0.0,0.020000000000000018,0.028607743163712725,0.011538346154076937,0.0,0.0040000000000000036,0.012014146986475014,0.012014146986475014
176,8,28,1.2271719943643176,0.7199976000047996,0.0,0.0,0.04382757122729706,0.06923053846199996,0.0,0.0,0.03339584667939396,0.03339584667939396
177,6,15,1.44059970338015,0.11999880000240015,0.6,0.045000000000000005,0.09603998022534334,0.011538346154076937,0.04,0.009000000000000001,0.03923315673953571,0.03923315673953571
178,5,10,0.88169098330192,0.7199988000011999,0.6,0.16147058823529414,0.088169098330192,0.06923065384626921,0.06,0.03229411764705883,0.06449504659562162,0.06449504659562162
179,4,6,0.3229381848285015,0.7199904000767993,0.0,0.3789759036144579,0.05382303080475025,0.0692298461612307,0.0,0.07579518072289157,0.051982892309615884,0.051982892309615884
180,5,10,0.25039143481465614,0.0,0.0,0.0,0.025039143481465614,0.0,0.0,0.0,0.0065892482845962145,0.0065892482845962145
181,4,6,0.0,2.4,0.0,0.10304347826086957,0.0,0.23076923076923075,0.0,0.020608695652173915,0.07721316669600423,0.07721316669600423
182,7,21,0.6207063642966042,0.0,0.0,0.0,0.029557445918885913,0.0,0.0,0.0,0.007778275241812083,0.007778275241812083
183,5,10,1.0980127105218949,0.11999880000240015,0.0,0.0008823529411764841,0.10980127105218948,0.011538346154076937,0.0,0.0001764705882352968,0.03257591129149212,0.03257591129149212
184,6,15,0.7536382537945759,0.0,0.0,0.036176470588235296,0.05024255025297173,0.0,0.0,0.007235294117647059,0.014744943565023523,0.014744943565023523
185,2,1,0.0,0.7199988000011999,0.0,0.18000000000000005,0.0,0.06923065384626921,0.0,0.03600000000000001,0.029441259109348174,0.029441259109348174
186,7,21,0.6931975622123902,0.7199952000192004,0.0,0.0042307692307692385,0.03300940772439953,0.06923030769415388,0.0,0.0008461538461538477,0.0307270263248177,0.0307270263248177
187,13,78,4.096497285701532,0.0,0.0,0.03777777777777778,0.052519195970532465,0.0,0.0,0.007555555555555556,0.015411484319730766,0.015411484319730766
188,4,6,0.24072152503768468,0.7199988000011999,0.0,0.0,0.04012025417294745,0.06923065384626921,0.0,0.0,0.03242027336538697,0.03242027336538697
189,4,6,0.5319309955044657,0.7199952000191999,0.6,0.028421052631578948,0.08865516591741095,0.06923030769415384,0.09999999999999999,0.00568421052631579,0.06744181672932847,0.06744181672932847
